layout,distance_ignore_cross_hand,distance_scorer_average_travel,distance_scorer_keystroke_count,distance_scorer_max_travel,distance_scorer_min_travel,distance_scorer_primary,distance_scorer_total_travel,distance_text_length,dvorak9_available_comfort_combinations,dvorak9_available_speed_combinations,dvorak9_ignore_cross_hand,dvorak9_scorer_columns,dvorak9_scorer_comfort_weighted_score,dvorak9_scorer_dont_cross_home,dvorak9_scorer_fingers,dvorak9_scorer_frequency_weighted_score,dvorak9_scorer_hands,dvorak9_scorer_home_row,dvorak9_scorer_primary,dvorak9_scorer_pure_dvorak_score,dvorak9_scorer_same_row,dvorak9_scorer_skip_fingers,dvorak9_scorer_speed_weighted_score,dvorak9_scorer_strong_fingers,dvorak9_scorer_strum,dvorak9_theoretical_maximum,engram_alphabet_coverage_24key,engram_alphabet_coverage_32key,engram_home_block_coverage,engram_ignore_cross_hand,engram_layout_size_24key,engram_layout_size_32key,engram_scorer_item_component,engram_scorer_item_component_24key,engram_scorer_item_component_32key,engram_scorer_item_pair_component,engram_scorer_item_pair_component_24key,engram_scorer_item_pair_component_32key,engram_scorer_primary,engram_scorer_total_score_24key,engram_scorer_total_score_32key
layout22,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.813043,0.135632,0.950422,0.870514,0.654037,0.499023,0.480562,0.100267,0.608537,0.373288,0.622914,0.100267,0.592063,0.684508,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086253,0.106789,0.086253,0.084038,0.104347,0.084038,0.007249,0.011143,0.007249
layout22_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.813043,0.135632,0.950422,0.870514,0.654037,0.499023,0.480562,0.100267,0.608537,0.373288,0.622914,0.100267,0.592063,0.684508,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086253,0.106789,0.086253,0.084038,0.104347,0.084038,0.007249,0.011143,0.007249
layout24,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.803317,0.135888,0.949927,0.875837,0.655273,0.501700,0.482195,0.100456,0.608537,0.367385,0.622270,0.100456,0.602592,0.692237,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086632,0.107259,0.086632,0.083994,0.102527,0.083994,0.007277,0.010997,0.007277
layout24_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.803317,0.135888,0.949927,0.875837,0.655273,0.501700,0.482195,0.100456,0.608537,0.367385,0.622270,0.100456,0.602592,0.692237,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086632,0.107259,0.086632,0.083994,0.102527,0.083994,0.007277,0.010997,0.007277
layout26,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.807668,0.135777,0.956455,0.872286,0.654737,0.501700,0.494612,0.100374,0.608537,0.360133,0.623601,0.100374,0.592063,0.684117,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086599,0.107218,0.086599,0.084802,0.104286,0.084802,0.007344,0.011181,0.007344
layout26_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.807668,0.135777,0.956455,0.872286,0.654737,0.501700,0.494612,0.100374,0.608537,0.360133,0.623601,0.100374,0.592063,0.684117,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086599,0.107218,0.086599,0.084802,0.104286,0.084802,0.007344,0.011181,0.007344
layout2_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.140240,0.957639,0.876170,0.676260,0.566901,0.494561,0.103674,0.609616,0.377453,0.676906,0.103674,0.597001,0.740187,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089423,0.110714,0.089423,0.085746,0.103234,0.085746,0.007668,0.011430,0.007668
layout3,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.140153,0.956428,0.879477,0.675840,0.566901,0.494561,0.103609,0.609865,0.378302,0.680791,0.103609,0.588669,0.737911,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089358,0.110634,0.089358,0.085565,0.102958,0.085565,0.007646,0.011391,0.007646
layout31,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136315,0.958347,0.881638,0.657332,0.483723,0.508833,0.100772,0.608122,0.374126,0.626420,0.100772,0.586082,0.701875,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086817,0.107487,0.086817,0.085637,0.104184,0.085637,0.007435,0.011198,0.007435
layout31_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136315,0.958347,0.881638,0.657332,0.483723,0.508833,0.100772,0.608122,0.374126,0.626420,0.100772,0.586082,0.701875,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086817,0.107487,0.086817,0.085637,0.104184,0.085637,0.007435,0.011198,0.007435
layout32,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136524,0.962287,0.881638,0.658340,0.483723,0.496416,0.100927,0.607955,0.391682,0.626420,0.100927,0.586082,0.701875,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086718,0.107365,0.086718,0.085652,0.104207,0.085652,0.007428,0.011188,0.007428
layout32_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136524,0.962287,0.881638,0.658340,0.483723,0.496416,0.100927,0.607955,0.391682,0.626420,0.100927,0.586082,0.701875,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086718,0.107365,0.086718,0.085652,0.104207,0.085652,0.007428,0.011188,0.007428
layout34,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.793306,0.140577,0.950112,0.893806,0.677882,0.545545,0.492623,0.103922,0.608288,0.382519,0.690785,0.103922,0.599940,0.752304,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088993,0.110182,0.088993,0.086280,0.105814,0.086280,0.007678,0.011659,0.007678
layout34_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.793306,0.140577,0.950112,0.893806,0.677882,0.545545,0.492623,0.103922,0.608288,0.382519,0.690785,0.103922,0.599940,0.752304,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088993,0.110182,0.088993,0.086280,0.105814,0.086280,0.007678,0.011659,0.007678
layout35,0.000000,19.322339,5.000000,34.669872,0.000000,0.981044,96.611693,5.000000,405.000000,512.000000,0.000000,0.807668,0.135363,0.951871,0.858641,0.652740,0.524152,0.475188,0.100068,0.608537,0.364897,0.631154,0.100068,0.572280,0.688808,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.087901,0.108830,0.087901,0.085059,0.103557,0.085059,0.007477,0.011270,0.007477
layout35_common,0.000000,19.322339,5.000000,34.669872,0.000000,0.981044,96.611693,5.000000,405.000000,512.000000,0.000000,0.807668,0.135363,0.951871,0.858641,0.652740,0.524152,0.475188,0.100068,0.608537,0.364897,0.631154,0.100068,0.572280,0.688808,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.087901,0.108830,0.087901,0.085059,0.103557,0.085059,0.007477,0.011270,0.007477
layout37,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.802937,0.143259,0.959624,0.893978,0.690819,0.573422,0.501213,0.105906,0.609865,0.405662,0.704781,0.105906,0.605940,0.769814,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091435,0.113205,0.091435,0.086484,0.105606,0.086484,0.007908,0.011955,0.007908
layout37_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.802937,0.143259,0.959624,0.893978,0.690819,0.573422,0.501213,0.105906,0.609865,0.405662,0.704781,0.105906,0.605940,0.769814,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091435,0.113205,0.091435,0.086484,0.105606,0.086484,0.007908,0.011955,0.007908
layout38,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.802937,0.143246,0.959947,0.892570,0.690754,0.573422,0.501213,0.105896,0.609284,0.401275,0.703069,0.105896,0.611336,0.771013,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091470,0.113249,0.091470,0.087062,0.106471,0.087062,0.007964,0.012058,0.007964
layout38_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.802937,0.143246,0.959947,0.892570,0.690754,0.573422,0.501213,0.105896,0.609284,0.401275,0.703069,0.105896,0.611336,0.771013,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091470,0.113249,0.091470,0.087062,0.106471,0.087062,0.007964,0.012058,0.007964
layout3_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.140153,0.956428,0.879477,0.675840,0.566901,0.494561,0.103609,0.609865,0.378302,0.680791,0.103609,0.588669,0.737911,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089358,0.110634,0.089358,0.085565,0.102958,0.085565,0.007646,0.011391,0.007646
layout40,0.000000,12.023559,5.000000,21.470911,0.000000,0.988119,60.117793,5.000000,405.000000,512.000000,0.000000,0.790178,0.142005,0.955613,0.895610,0.684772,0.554701,0.496259,0.104979,0.608537,0.415147,0.696650,0.104979,0.599875,0.758915,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090337,0.111845,0.090337,0.086496,0.104672,0.086496,0.007814,0.011707,0.007814
layout40_common,0.000000,12.023559,5.000000,21.470911,0.000000,0.988119,60.117793,5.000000,405.000000,512.000000,0.000000,0.790178,0.142005,0.955613,0.895610,0.684772,0.554701,0.496259,0.104979,0.608537,0.415147,0.696650,0.104979,0.599875,0.758915,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090337,0.111845,0.090337,0.086496,0.104672,0.086496,0.007814,0.011707,0.007814
layout41,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142292,0.955083,0.895639,0.686152,0.554232,0.502455,0.105190,0.607374,0.407905,0.702580,0.105190,0.612741,0.754555,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091256,0.112984,0.091256,0.088976,0.108630,0.088976,0.008120,0.012273,0.008120
layout41_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142292,0.955083,0.895639,0.686152,0.554232,0.502455,0.105190,0.607374,0.407905,0.702580,0.105190,0.612741,0.754555,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091256,0.112984,0.091256,0.088976,0.108630,0.088976,0.008120,0.012273,0.008120
layout42,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.141946,0.954090,0.896332,0.684484,0.554232,0.502455,0.104935,0.608288,0.403451,0.701623,0.104935,0.607345,0.750655,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091081,0.112767,0.091081,0.088446,0.107839,0.088446,0.008056,0.012161,0.008056
layout42_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.141946,0.954090,0.896332,0.684484,0.554232,0.502455,0.104935,0.608288,0.403451,0.701623,0.104935,0.607345,0.750655,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091081,0.112767,0.091081,0.088446,0.107839,0.088446,0.008056,0.012161,0.008056
layout43,0.000000,12.023559,5.000000,21.470911,0.000000,0.988119,60.117793,5.000000,405.000000,512.000000,0.000000,0.802937,0.143247,0.958468,0.899211,0.690758,0.573422,0.496259,0.105896,0.609284,0.415147,0.701750,0.105896,0.599875,0.769754,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090746,0.112352,0.090746,0.086833,0.106117,0.086833,0.007880,0.011922,0.007880
layout43_common,0.000000,12.023559,5.000000,21.470911,0.000000,0.988119,60.117793,5.000000,405.000000,512.000000,0.000000,0.802937,0.143247,0.958468,0.899211,0.690758,0.573422,0.496259,0.105896,0.609284,0.415147,0.701750,0.105896,0.599875,0.769754,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090746,0.112352,0.090746,0.086833,0.106117,0.086833,0.007880,0.011922,0.007880
layout44,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.141973,0.953586,0.895521,0.684617,0.554232,0.502455,0.104955,0.607706,0.398894,0.700210,0.104955,0.612741,0.753733,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091117,0.112811,0.091117,0.089019,0.108697,0.089019,0.008111,0.012262,0.008111
layout44_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.141973,0.953586,0.895521,0.684617,0.554232,0.502455,0.104955,0.607706,0.398894,0.700210,0.104955,0.612741,0.753733,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091117,0.112811,0.091117,0.089019,0.108697,0.089019,0.008111,0.012262,0.008111
layout45,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142215,0.955083,0.895521,0.685784,0.554232,0.502455,0.105134,0.607374,0.407905,0.700210,0.105134,0.612741,0.753733,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091120,0.112815,0.091120,0.089044,0.108734,0.089044,0.008114,0.012267,0.008114
layout45_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142215,0.955083,0.895521,0.685784,0.554232,0.502455,0.105134,0.607374,0.407905,0.700210,0.105134,0.612741,0.753733,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091120,0.112815,0.091120,0.089044,0.108734,0.089044,0.008114,0.012267,0.008114
layout46,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142259,0.954708,0.894964,0.685994,0.554701,0.499808,0.105166,0.608537,0.416091,0.694665,0.105166,0.612741,0.756094,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091162,0.112867,0.091162,0.086868,0.105248,0.086868,0.007919,0.011879,0.007919
layout46_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142259,0.954708,0.894964,0.685994,0.554701,0.499808,0.105166,0.608537,0.416091,0.694665,0.105166,0.612741,0.756094,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091162,0.112867,0.091162,0.086868,0.105248,0.086868,0.007919,0.011879,0.007919
layout47,0.000000,12.449546,5.000000,23.600847,0.000000,0.987704,62.247730,5.000000,405.000000,512.000000,0.000000,0.787541,0.139534,0.953551,0.899253,0.672854,0.537102,0.453044,0.103152,0.608869,0.400694,0.687090,0.103152,0.595948,0.741465,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.085608,0.105991,0.085608,0.086623,0.103037,0.086623,0.007416,0.010921,0.007416
layout47_common,0.000000,12.449546,5.000000,23.600847,0.000000,0.987704,62.247730,5.000000,405.000000,512.000000,0.000000,0.787541,0.139534,0.953551,0.899253,0.672854,0.537102,0.453044,0.103152,0.608869,0.400694,0.687090,0.103152,0.595948,0.741465,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.085608,0.105991,0.085608,0.086623,0.103037,0.086623,0.007416,0.010921,0.007416
layout48,0.000000,12.449546,5.000000,23.600847,0.000000,0.987704,62.247730,5.000000,405.000000,512.000000,0.000000,0.779367,0.139760,0.951338,0.898019,0.673943,0.542968,0.453044,0.103319,0.608869,0.400694,0.699111,0.103319,0.595948,0.744999,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.085273,0.105576,0.085273,0.086483,0.101082,0.086483,0.007375,0.010672,0.007375
layout48_common,0.000000,12.449546,5.000000,23.600847,0.000000,0.987704,62.247730,5.000000,405.000000,512.000000,0.000000,0.779367,0.139760,0.951338,0.898019,0.673943,0.542968,0.453044,0.103319,0.608869,0.400694,0.699111,0.103319,0.595948,0.744999,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.085273,0.105576,0.085273,0.086483,0.101082,0.086483,0.007375,0.010672,0.007375
layout49,0.000000,12.449546,5.000000,23.600847,0.000000,0.987704,62.247730,5.000000,405.000000,512.000000,0.000000,0.779367,0.140157,0.953380,0.898019,0.675858,0.542968,0.457628,0.103612,0.609118,0.411306,0.699111,0.103612,0.595948,0.744999,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.085395,0.105727,0.085395,0.086249,0.100720,0.086249,0.007365,0.010649,0.007365
layout49_common,0.000000,12.449546,5.000000,23.600847,0.000000,0.987704,62.247730,5.000000,405.000000,512.000000,0.000000,0.779367,0.140157,0.953380,0.898019,0.675858,0.542968,0.457628,0.103612,0.609118,0.411306,0.699111,0.103612,0.595948,0.744999,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.085395,0.105727,0.085395,0.086249,0.100720,0.086249,0.007365,0.010649,0.007365
layout51,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142171,0.955587,0.896332,0.685569,0.554232,0.502455,0.105101,0.607955,0.411711,0.701623,0.105101,0.607345,0.750655,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091084,0.112771,0.091084,0.088470,0.107876,0.088470,0.008058,0.012165,0.008058
layout51_common,0.000000,11.658753,5.000000,19.646883,0.000000,0.988476,58.293765,5.000000,405.000000,512.000000,0.000000,0.790178,0.142171,0.955587,0.896332,0.685569,0.554232,0.502455,0.105101,0.607955,0.411711,0.701623,0.105101,0.607345,0.750655,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.091084,0.112771,0.091084,0.088470,0.107876,0.088470,0.008058,0.012165,0.008058
layout57,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.800313,0.141969,0.953962,0.892247,0.684598,0.568113,0.489976,0.104952,0.609699,0.397272,0.695113,0.104952,0.609354,0.755031,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089095,0.110308,0.089095,0.084826,0.103572,0.084826,0.007558,0.011425,0.007558
layout57_common,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.800313,0.141969,0.953962,0.892247,0.684598,0.568113,0.489976,0.104952,0.609699,0.397272,0.695113,0.104952,0.609354,0.755031,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089095,0.110308,0.089095,0.084826,0.103572,0.084826,0.007558,0.011425,0.007558
layout58,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.800313,0.141951,0.954634,0.890489,0.684511,0.568113,0.489976,0.104939,0.609118,0.393247,0.693227,0.104939,0.614750,0.755846,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089131,0.110352,0.089131,0.085384,0.104433,0.085384,0.007610,0.011524,0.007610
layout58_common,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.800313,0.141951,0.954634,0.890489,0.684511,0.568113,0.489976,0.104939,0.609118,0.393247,0.693227,0.104939,0.614750,0.755846,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089131,0.110352,0.089131,0.085384,0.104433,0.085384,0.007610,0.011524,0.007610
