layout,distance_ignore_cross_hand,distance_scorer_average_travel,distance_scorer_keystroke_count,distance_scorer_max_travel,distance_scorer_min_travel,distance_scorer_primary,distance_scorer_total_travel,distance_text_length,dvorak9_available_comfort_combinations,dvorak9_available_speed_combinations,dvorak9_ignore_cross_hand,dvorak9_scorer_columns,dvorak9_scorer_comfort_weighted_score,dvorak9_scorer_dont_cross_home,dvorak9_scorer_fingers,dvorak9_scorer_frequency_weighted_score,dvorak9_scorer_hands,dvorak9_scorer_home_row,dvorak9_scorer_primary,dvorak9_scorer_pure_dvorak_score,dvorak9_scorer_same_row,dvorak9_scorer_skip_fingers,dvorak9_scorer_speed_weighted_score,dvorak9_scorer_strong_fingers,dvorak9_scorer_strum,dvorak9_theoretical_maximum,engram_alphabet_coverage_24key,engram_alphabet_coverage_32key,engram_home_block_coverage,engram_ignore_cross_hand,engram_layout_size_24key,engram_layout_size_32key,engram_scorer_item_component,engram_scorer_item_component_24key,engram_scorer_item_component_32key,engram_scorer_item_pair_component,engram_scorer_item_pair_component_24key,engram_scorer_item_pair_component_32key,engram_scorer_primary,engram_scorer_total_score_24key,engram_scorer_total_score_32key
layout62,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.786765,0.141428,0.953962,0.898889,0.681986,0.559002,0.492623,0.104552,0.608288,0.382519,0.704950,0.104552,0.599940,0.759222,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088763,0.109897,0.088763,0.087316,0.104959,0.087316,0.007750,0.011535,0.007750
layout62_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.786765,0.141428,0.953962,0.898889,0.681986,0.559002,0.492623,0.104552,0.608288,0.382519,0.704950,0.104552,0.599940,0.759222,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088763,0.109897,0.088763,0.087316,0.104959,0.087316,0.007750,0.011535,0.007750
layout64,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.786765,0.141969,0.957429,0.892770,0.684595,0.566853,0.489976,0.104952,0.609118,0.395418,0.702307,0.104952,0.614750,0.755091,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088899,0.110065,0.088899,0.085622,0.101761,0.085622,0.007612,0.011200,0.007612
layout64_common,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.786765,0.141969,0.957429,0.892770,0.684595,0.566853,0.489976,0.104952,0.609118,0.395418,0.702307,0.104952,0.614750,0.755091,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088899,0.110065,0.088899,0.085622,0.101761,0.085622,0.007612,0.011200,0.007612
layout65,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.141851,0.955511,0.896267,0.684026,0.566901,0.497800,0.104864,0.609865,0.396858,0.691756,0.104864,0.599480,0.752138,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090022,0.111456,0.090022,0.085815,0.103344,0.085815,0.007725,0.011518,0.007725
layout65_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.141851,0.955511,0.896267,0.684026,0.566901,0.497800,0.104864,0.609865,0.396858,0.691756,0.104864,0.599480,0.752138,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090022,0.111456,0.090022,0.085815,0.103344,0.085815,0.007725,0.011518,0.007725
layout66,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.141877,0.955834,0.894858,0.684151,0.566901,0.497800,0.104884,0.609284,0.394390,0.690045,0.104884,0.604876,0.753134,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090058,0.111501,0.090058,0.086374,0.104207,0.086374,0.007779,0.011619,0.007779
layout66_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.141877,0.955834,0.894858,0.684151,0.566901,0.497800,0.104884,0.609284,0.394390,0.690045,0.104884,0.604876,0.753134,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.090058,0.111501,0.090058,0.086374,0.104207,0.086374,0.007779,0.011619,0.007779
layout68,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.797294,0.142231,0.959618,0.893265,0.685859,0.566853,0.489976,0.105145,0.609782,0.407459,0.704308,0.105145,0.598824,0.755132,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088909,0.110078,0.088909,0.086322,0.104173,0.086322,0.007675,0.011467,0.007675
layout68_common,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.797294,0.142231,0.959618,0.893265,0.685859,0.566853,0.489976,0.105145,0.609782,0.407459,0.704308,0.105145,0.598824,0.755132,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088909,0.110078,0.088909,0.086322,0.104173,0.086322,0.007675,0.011467,0.007675
layout69,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.786765,0.141934,0.957933,0.893353,0.684429,0.566853,0.489976,0.104926,0.609699,0.399829,0.703605,0.104926,0.609354,0.752195,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088863,0.110021,0.088863,0.085064,0.100901,0.085064,0.007559,0.011101,0.007559
layout69_common,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.786765,0.141934,0.957933,0.893353,0.684429,0.566853,0.489976,0.104926,0.609699,0.399829,0.703605,0.104926,0.609354,0.752195,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088863,0.110021,0.088863,0.085064,0.100901,0.085064,0.007559,0.011101,0.007559
layout70,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.798444,0.139306,0.950187,0.875406,0.671755,0.558041,0.482987,0.102983,0.608039,0.382771,0.669754,0.102983,0.595934,0.732269,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089069,0.110276,0.089069,0.087052,0.107721,0.087052,0.007754,0.011879,0.007754
layout70_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.798444,0.139306,0.950187,0.875406,0.671755,0.558041,0.482987,0.102983,0.608039,0.382771,0.669754,0.102983,0.595934,0.732269,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089069,0.110276,0.089069,0.087052,0.107721,0.087052,0.007754,0.011879,0.007754
layout76,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.793306,0.140570,0.949633,0.895600,0.677851,0.545545,0.492623,0.103918,0.608869,0.385072,0.692689,0.103918,0.594544,0.751649,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088957,0.110137,0.088957,0.085726,0.104959,0.085726,0.007626,0.011560,0.007626
layout76_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.793306,0.140570,0.949633,0.895600,0.677851,0.545545,0.492623,0.103918,0.608869,0.385072,0.692689,0.103918,0.594544,0.751649,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088957,0.110137,0.088957,0.085726,0.104959,0.085726,0.007626,0.011560,0.007626
layout77,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.800313,0.139811,0.957446,0.875336,0.674192,0.555513,0.494561,0.103357,0.608703,0.383698,0.668684,0.103357,0.597001,0.735172,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089413,0.110702,0.089413,0.085617,0.104925,0.085617,0.007655,0.011615,0.007655
layout77_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.800313,0.139811,0.957446,0.875336,0.674192,0.555513,0.494561,0.103357,0.608703,0.383698,0.668684,0.103357,0.597001,0.735172,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089413,0.110702,0.089413,0.085617,0.104925,0.085617,0.007655,0.011615,0.007655
layout78,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.800313,0.140723,0.963987,0.877927,0.678588,0.555513,0.494561,0.104031,0.608703,0.395743,0.672704,0.104031,0.606875,0.739671,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089687,0.111041,0.089687,0.085701,0.105056,0.085701,0.007686,0.011665,0.007686
layout78_common,0.000000,24.861390,5.000000,50.990195,0.000000,0.975742,124.306949,5.000000,405.000000,512.000000,0.000000,0.800313,0.140723,0.963987,0.877927,0.678588,0.555513,0.494561,0.104031,0.608703,0.395743,0.672704,0.104031,0.606875,0.739671,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089687,0.111041,0.089687,0.085701,0.105056,0.085701,0.007686,0.011665,0.007686
layout79,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.139873,0.954652,0.880437,0.674489,0.560032,0.497208,0.103402,0.609035,0.373398,0.680054,0.103402,0.588669,0.736428,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089317,0.110583,0.089317,0.087362,0.106293,0.087362,0.007803,0.011754,0.007803
layout79_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.799524,0.139873,0.954652,0.880437,0.674489,0.560032,0.497208,0.103402,0.609035,0.373398,0.680054,0.103402,0.588669,0.736428,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089317,0.110583,0.089317,0.087362,0.106293,0.087362,0.007803,0.011754,0.007803
layout8,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.800313,0.139481,0.954508,0.880110,0.672597,0.549014,0.497208,0.103112,0.608122,0.379557,0.672163,0.103112,0.588669,0.731831,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089307,0.110570,0.089307,0.087273,0.108020,0.087273,0.007794,0.011944,0.007794
layout82,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.805469,0.136432,0.966481,0.881393,0.657894,0.483723,0.508833,0.100858,0.608288,0.381899,0.621303,0.100858,0.575553,0.696397,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086703,0.107347,0.086703,0.086757,0.107097,0.086757,0.007522,0.011497,0.007522
layout82_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.805469,0.136432,0.966481,0.881393,0.657894,0.483723,0.508833,0.100858,0.608288,0.381899,0.621303,0.100858,0.575553,0.696397,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086703,0.107347,0.086703,0.086757,0.107097,0.086757,0.007522,0.011497,0.007522
layout83,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.800313,0.139718,0.956100,0.878779,0.673743,0.555513,0.494561,0.103288,0.608952,0.384276,0.672530,0.103288,0.588669,0.732944,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089348,0.110621,0.089348,0.085436,0.104649,0.085436,0.007634,0.011576,0.007634
layout83_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.800313,0.139718,0.956100,0.878779,0.673743,0.555513,0.494561,0.103288,0.608952,0.384276,0.672530,0.103288,0.588669,0.732944,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089348,0.110621,0.089348,0.085436,0.104649,0.085436,0.007634,0.011576,0.007634
layout84,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136348,0.962574,0.881059,0.657490,0.483723,0.508833,0.100796,0.608288,0.376735,0.622187,0.100796,0.586082,0.701282,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086678,0.107316,0.086678,0.086049,0.104821,0.086049,0.007459,0.011249,0.007459
layout84_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136348,0.962574,0.881059,0.657490,0.483723,0.508833,0.100796,0.608288,0.376735,0.622187,0.100796,0.586082,0.701282,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086678,0.107316,0.086678,0.086049,0.104821,0.086049,0.007459,0.011249,0.007459
layout85,0.000000,19.322339,5.000000,34.669872,0.000000,0.981044,96.611693,5.000000,405.000000,512.000000,0.000000,0.807668,0.135745,0.951775,0.862522,0.654581,0.524152,0.475188,0.100350,0.608537,0.365546,0.629875,0.100350,0.582809,0.691692,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088033,0.108993,0.088033,0.085178,0.103593,0.085178,0.007498,0.011291,0.007498
layout85_common,0.000000,19.322339,5.000000,34.669872,0.000000,0.981044,96.611693,5.000000,405.000000,512.000000,0.000000,0.807668,0.135745,0.951775,0.862522,0.654581,0.524152,0.475188,0.100350,0.608537,0.365546,0.629875,0.100350,0.582809,0.691692,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088033,0.108993,0.088033,0.085178,0.103593,0.085178,0.007498,0.011291,0.007498
layout86,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.787463,0.137078,0.968250,0.877581,0.661013,0.497642,0.508833,0.101336,0.609118,0.379715,0.633091,0.101336,0.586082,0.710465,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086540,0.107145,0.086540,0.084964,0.101584,0.084964,0.007353,0.010884,0.007353
layout86_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.787463,0.137078,0.968250,0.877581,0.661013,0.497642,0.508833,0.101336,0.609118,0.379715,0.633091,0.101336,0.586082,0.710465,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086540,0.107145,0.086540,0.084964,0.101584,0.084964,0.007353,0.010884,0.007353
layout88,0.000000,19.322339,5.000000,34.669872,0.000000,0.981044,96.611693,5.000000,405.000000,512.000000,0.000000,0.803317,0.135824,0.951775,0.863359,0.654962,0.524152,0.475188,0.100409,0.608537,0.365546,0.631583,0.100409,0.582809,0.696932,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088034,0.108995,0.088034,0.084159,0.101656,0.084159,0.007409,0.011080,0.007409
layout88_common,0.000000,19.322339,5.000000,34.669872,0.000000,0.981044,96.611693,5.000000,405.000000,512.000000,0.000000,0.803317,0.135824,0.951775,0.863359,0.654962,0.524152,0.475188,0.100409,0.608537,0.365546,0.631583,0.100409,0.582809,0.696932,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.088034,0.108995,0.088034,0.084159,0.101656,0.084159,0.007409,0.011080,0.007409
layout8_common,0.000000,18.957533,5.000000,34.669872,0.000000,0.981395,94.787665,5.000000,405.000000,512.000000,0.000000,0.800313,0.139481,0.954508,0.880110,0.672597,0.549014,0.497208,0.103112,0.608122,0.379557,0.672163,0.103112,0.588669,0.731831,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.089307,0.110570,0.089307,0.087273,0.108020,0.087273,0.007794,0.011944,0.007794
layout90,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.807668,0.135571,0.951699,0.872286,0.653742,0.501700,0.482195,0.100222,0.608537,0.368352,0.623601,0.100222,0.592063,0.684117,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086499,0.107094,0.086499,0.084624,0.104011,0.084624,0.007320,0.011139,0.007320
layout90_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.807668,0.135571,0.951699,0.872286,0.653742,0.501700,0.482195,0.100222,0.608537,0.368352,0.623601,0.100222,0.592063,0.684117,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086499,0.107094,0.086499,0.084624,0.104011,0.084624,0.007320,0.011139,0.007320
layout93,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136132,0.959343,0.881059,0.656448,0.483723,0.496416,0.100636,0.608288,0.382996,0.622187,0.100636,0.586082,0.701282,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086578,0.107192,0.086578,0.085800,0.104436,0.085800,0.007428,0.011195,0.007428
layout93_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136132,0.959343,0.881059,0.656448,0.483723,0.496416,0.100636,0.608288,0.382996,0.622187,0.100636,0.586082,0.701282,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086578,0.107192,0.086578,0.085800,0.104436,0.085800,0.007428,0.011195,0.007428
layout94,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.800313,0.135644,0.948536,0.876029,0.654098,0.485132,0.494783,0.100276,0.608122,0.371975,0.625805,0.100276,0.591018,0.693294,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086292,0.106837,0.086292,0.084746,0.104018,0.084746,0.007313,0.011113,0.007313
layout94_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.800313,0.135644,0.948536,0.876029,0.654098,0.485132,0.494783,0.100276,0.608122,0.371975,0.625805,0.100276,0.591018,0.693294,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086292,0.106837,0.086292,0.084746,0.104018,0.084746,0.007313,0.011113,0.007313
layout95,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.135555,0.947624,0.879839,0.653669,0.483723,0.496416,0.100210,0.608122,0.373192,0.624374,0.100210,0.591018,0.691894,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086538,0.107142,0.086538,0.085214,0.103530,0.085214,0.007374,0.011092,0.007374
layout95_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.135555,0.947624,0.879839,0.653669,0.483723,0.496416,0.100210,0.608122,0.373192,0.624374,0.100210,0.591018,0.691894,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086538,0.107142,0.086538,0.085214,0.103530,0.085214,0.007374,0.011092,0.007374
layout96,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.135767,0.950855,0.879839,0.654688,0.483723,0.508833,0.100367,0.608122,0.366719,0.624374,0.100367,0.591018,0.691894,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086638,0.107266,0.086638,0.085463,0.103914,0.085463,0.007404,0.011146,0.007404
layout96_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.135767,0.950855,0.879839,0.654688,0.483723,0.508833,0.100367,0.608122,0.366719,0.624374,0.100367,0.591018,0.691894,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086638,0.107266,0.086638,0.085463,0.103914,0.085463,0.007404,0.011146,0.007404
layout97,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136076,0.955116,0.881638,0.656178,0.483723,0.496416,0.100595,0.608122,0.379394,0.626420,0.100595,0.586082,0.701875,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086717,0.107364,0.086717,0.085388,0.103799,0.085388,0.007405,0.011144,0.007405
layout97_common,0.000000,19.383520,5.000000,34.669872,0.000000,0.980985,96.917602,5.000000,405.000000,512.000000,0.000000,0.794939,0.136076,0.955116,0.881638,0.656178,0.483723,0.496416,0.100595,0.608122,0.379394,0.626420,0.100595,0.586082,0.701875,1.000000,0.807692,1.000000,0.807692,0.000000,21.000000,26.000000,0.086717,0.107364,0.086717,0.085388,0.103799,0.085388,0.007405,0.011144,0.007405
